booking_time,lead_time,adr,total_people,room_type,local_events,room_price,competitor_a_price,competitor_b_price,competitor_c_price,length_of_stay,occupancy_rate,room_availability
2024-06-16 09:20:00,26,134,5,Deluxe,None,279,258,314,204,5,0.83,151
2024-06-13 09:20:00,21,205,2,Family,None,301,210,235,282,6,0.86,120
2024-11-28 12:30:00,20,143,5,Family,None,204,201,185,175,6,0.76,450
2024-10-16 16:55:00,22,186,4,Family,None,297,261,185,192,3,0.83,126
2024-06-26 09:20:00,25,210,1,Deluxe,Vacations,243,225,325,269,5,0.84,149
2024-06-22 07:05:00,20,155,5,Suite,None,280,284,205,239,3,0.85,137
2024-10-16 16:55:00,21,130,4,Family,None,262,268,185,175,3,0.73,156
2024-05-06 14:45:00,20,162,3,Family,None,241,242,216,219,5,0.89,169
2024-09-12 11:40:00,26,217,2,Suite,None,304,196,325,278,7,0.88,135
2024-10-11 16:55:00,22,146,3,Family,None,272,280,185,175,3,0.72,126
2024-09-06 11:40:00,22,140,3,Family,None,213,240,228,175,3,0.74,166
2024-05-03 14:45:00,25,154,4,Family,None,311,295,191,193,6,0.72,126
2024-10-16 16:55:00,25,208,2,Deluxe,None,330,320,308,315,5,0.83,137
2024-08-08 08:10:00,20,161,5,Deluxe,None,251,236,185,175,3,0.85,460
2024-07-18 10:45:00,25,167,3,Family,None,330,247,229,315,5,0.85,165
2024-06-13 09:20:00,22,133,3,Deluxe,None,263,180,185,180,4,0.72,131
2024-06-09 09:20:00,19,201,4,Suite,None,199,184,273,233,5,0.83,152
2024-08-23 10:00:00,22,130,3,Suite,None,287,292,187,231,3,0.73,120
2024-10-11 16:55:00,28,181,4,Family,None,318,264,228,175,3,0.72,141
2024-11-05 09:10:00,22,191,2,Deluxe,None,330,320,325,313,5,0.81,172
2024-10-20 16:55:00,21,156,4,Family,None,232,229,269,231,7,0.74,155
2024-06-26 09:20:00,25,130,4,Suite,None,288,180,196,187,3,0.92,385
2024-07-26 15:35:00,28,220,2,Suite,None,330,320,325,308,5,0.82,171
2024-06-24 07:05:00,20,130,3,Family,None,281,215,185,195,5,0.72,177
2024-11-30 12:30:00,28,220,1,Suite,None,330,266,257,286,5,0.83,152
2024-06-30 09:20:00,25,159,3,Family,Concert,238,273,218,225,3,0.74,120
2024-08-19 10:00:00,20,220,1,Deluxe,None,330,290,325,315,5,0.84,155
2024-10-20 16:55:00,24,210,2,Suite,None,316,320,325,244,5,0.9,130
2024-09-03 11:40:00,20,156,4,Family,None,269,180,208,221,4,0.86,160
2024-10-17 16:55:00,27,130,4,Suite,None,301,183,258,269,4,0.92,157
2024-08-11 08:10:00,20,130,3,Family,None,230,197,185,175,3,0.79,142
2024-10-16 16:55:00,24,157,5,Suite,None,311,238,270,239,3,0.73,120
2024-06-24 07:05:00,23,186,2,Deluxe,None,313,220,210,301,6,0.82,140
2024-06-13 09:20:00,23,165,3,Suite,None,297,225,284,271,3,0.78,166
2024-11-03 12:30:00,18,163,4,Family,None,268,234,185,190,4,0.72,158
2024-08-11 08:10:00,20,173,4,Family,None,272,190,278,306,5,0.86,157
2024-09-06 11:40:00,26,184,2,Suite,None,330,320,242,314,5,0.76,169
2024-06-12 09:20:00,23,165,4,Suite,None,279,215,225,213,5,0.87,148
2024-10-08 16:55:00,26,160,4,Suite,None,285,264,247,264,3,0.77,157
2024-08-08 08:10:00,27,150,3,Family,None,274,217,200,248,7,0.73,161
2024-05-04 14:45:00,27,130,5,Family,None,323,204,201,175,5,0.81,120
2024-11-30 12:30:00,27,175,3,Suite,Festival,330,249,255,295,5,0.72,141
2024-08-09 08:10:00,19,181,4,Deluxe,None,273,180,185,246,6,0.82,154
2024-05-29 14:45:00,24,153,4,Deluxe,None,231,216,243,210,4,0.74,174
2024-06-06 09:20:00,27,195,2,Deluxe,None,325,320,280,290,5,0.8,132
2024-07-27 15:35:00,22,187,3,Suite,None,330,227,290,221,6,0.72,138
2024-07-22 15:35:00,22,136,4,Family,None,303,180,185,206,6,0.8,146
2024-09-30 11:40:00,21,220,1,Deluxe,None,330,308,312,315,3,0.86,129
2024-07-27 15:35:00,23,208,4,Deluxe,Vacations,330,320,278,306,5,0.83,126
2024-06-28 07:05:00,24,220,2,Deluxe,Concert,330,239,325,315,5,0.81,166
2024-08-08 08:10:00,18,220,2,Suite,Concert,330,320,312,303,5,0.81,160
2024-06-24 07:05:00,21,130,3,Family,None,222,232,185,215,3,0.73,122
2024-11-01 12:30:00,18,190,2,Deluxe,None,330,254,185,315,5,0.72,175
2024-05-12 14:30:00,26,220,1,Suite,None,330,309,325,315,5,0.83,154
2024-10-30 12:30:00,23,220,1,Deluxe,None,330,288,313,315,5,0.86,173
2024-05-06 14:45:00,22,130,3,Family,None,286,251,216,218,3,0.72,168
2024-11-09 16:55:00,25,220,1,Deluxe,None,330,320,324,315,5,0.82,177
2024-10-15 16:55:00,22,130,3,Suite,Vacations,259,229,185,231,3,0.78,158
2024-08-05 08:10:00,28,151,5,Suite,None,275,240,185,305,6,0.87,178
2024-05-28 14:45:00,26,199,1,Suite,Concert,330,320,325,315,5,0.83,132
2024-11-26 12:30:00,26,143,3,Suite,None,314,283,221,247,3,0.78,151
2024-10-12 16:55:00,26,135,3,Suite,None,251,226,197,178,6,0.78,411
2024-11-26 12:30:00,22,211,2,Deluxe,None,330,300,325,315,5,0.72,173
2024-09-03 11:40:00,22,159,4,Suite,None,195,225,204,175,4,0.75,453
2024-10-30 12:30:00,23,201,2,Deluxe,None,330,318,288,284,5,0.84,140
2024-08-11 08:10:00,20,178,4,Family,None,330,279,311,315,5,0.8,124
2024-07-22 15:35:00,19,166,3,Deluxe,None,330,251,265,245,5,0.82,160
2024-06-12 09:20:00,22,180,2,Family,None,300,267,306,240,7,0.82,144
2024-09-29 07:05:00,23,146,4,Deluxe,None,330,232,325,235,5,0.76,158
2024-08-23 10:00:00,19,169,3,Suite,None,244,195,206,182,3,0.91,149
2024-11-28 12:30:00,24,197,2,Deluxe,Concert,261,320,296,291,5,0.83,150
2024-09-13 11:40:00,20,217,2,Suite,None,249,320,323,288,5,0.73,177
2024-10-14 13:40:00,19,220,2,Deluxe,Concert,330,318,305,297,5,0.76,161
2024-11-30 12:30:00,27,156,4,Deluxe,None,297,210,325,175,6,0.76,156
2024-06-28 07:05:00,25,220,2,Deluxe,Concert,330,318,306,302,5,0.82,157
2024-07-24 15:35:00,21,220,1,Suite,None,330,294,295,315,3,0.76,137
2024-10-14 13:40:00,27,206,2,Suite,Vacations,330,302,325,315,5,0.83,159
2024-06-30 09:20:00,23,143,4,Deluxe,None,248,303,325,214,6,0.83,157
2024-11-05 09:10:00,25,182,4,Family,None,239,200,325,228,5,0.88,160
2024-07-18 10:45:00,23,203,4,Family,None,208,272,185,175,5,0.81,161
2024-08-26 10:00:00,28,161,4,Family,None,292,264,225,184,5,0.72,171
2024-09-03 11:40:00,21,194,4,Deluxe,None,330,304,269,219,5,0.81,166
2024-09-06 11:40:00,21,220,2,Suite,None,322,250,303,224,5,0.84,153
2024-09-03 11:40:00,27,165,2,Deluxe,None,290,253,224,261,5,0.88,169
2024-08-14 08:10:00,18,166,5,Deluxe,None,330,239,185,238,4,0.72,157
2024-06-15 09:50:00,21,130,3,Family,None,233,210,215,194,3,0.79,157
2024-08-14 08:10:00,26,210,2,Deluxe,None,330,320,307,308,5,0.81,166
2024-06-24 07:05:00,23,130,3,Family,None,273,202,185,175,3,0.75,122
2024-08-07 08:10:00,21,195,4,Deluxe,None,224,320,301,251,5,0.83,122
2024-09-06 11:40:00,25,211,2,Deluxe,None,330,300,311,287,5,0.83,166
2024-08-25 10:00:00,19,130,3,Family,None,206,183,214,175,3,0.87,144
2024-08-25 10:00:00,23,174,5,Suite,None,281,273,185,273,5,0.72,152
2024-09-02 11:40:00,24,132,4,Family,None,283,199,239,238,7,0.9,183
2024-07-24 15:35:00,21,138,3,Family,None,232,226,221,213,5,0.76,148
2024-07-26 15:35:00,18,140,4,Suite,None,243,252,210,234,6,0.73,384
2024-08-26 10:00:00,27,213,4,Suite,None,289,206,270,180,5,0.78,158
2024-08-05 08:10:00,22,159,3,Deluxe,None,330,246,185,233,5,0.72,130
2024-07-27 15:35:00,23,194,2,Deluxe,None,314,231,313,300,5,0.82,150
2024-07-17 15:35:00,23,220,2,Suite,None,330,320,325,309,5,0.84,147
2024-06-12 09:20:00,24,185,4,Suite,None,218,241,185,175,5,0.72,152
2024-06-13 09:20:00,22,198,3,Deluxe,None,330,240,320,292,7,0.82,139
2024-06-21 11:25:00,22,220,2,Deluxe,None,330,320,325,315,5,0.83,173
2024-05-29 14:45:00,22,160,3,Suite,None,286,230,233,236,5,0.73,124
2024-11-05 09:10:00,21,153,2,Suite,None,227,196,257,191,3,0.84,121
2024-07-18 10:45:00,24,220,2,Suite,None,330,320,312,307,5,0.72,166
2024-06-16 09:20:00,21,135,5,Family,None,238,242,209,175,3,0.73,125
2024-07-19 15:35:00,25,202,4,Suite,None,330,245,307,233,5,0.8,135
2024-08-26 10:00:00,26,212,1,Deluxe,Concert,330,320,325,315,5,0.82,166
2024-06-13 09:20:00,21,207,2,Suite,Concert,327,277,275,267,5,0.72,140
2024-08-06 08:10:00,22,154,3,Family,None,330,226,185,175,5,0.76,120
2024-07-03 08:40:00,26,163,2,Deluxe,None,328,313,325,278,5,0.72,164
2024-06-05 09:20:00,22,205,2,Deluxe,None,329,282,325,227,5,0.91,164
2024-11-01 12:30:00,24,184,2,Deluxe,None,330,262,274,286,5,0.83,133
2024-07-18 10:45:00,27,130,4,Family,Concert,231,238,185,175,3,0.85,148
2024-06-09 09:20:00,21,159,3,Suite,Festival,297,223,223,252,3,0.79,164
2024-08-11 08:10:00,24,195,4,Suite,None,283,245,248,295,5,0.89,125
2024-10-11 16:55:00,26,210,4,Family,None,330,208,299,314,3,0.84,158
2024-08-26 10:00:00,21,139,3,Suite,None,190,255,188,215,3,0.77,120
2024-08-01 08:10:00,19,130,3,Family,None,192,180,195,175,4,0.92,171
2024-08-19 10:00:00,20,131,4,Deluxe,None,313,261,284,175,5,0.86,154
2024-11-28 12:30:00,20,216,4,Suite,None,270,272,271,257,5,0.83,143
2024-11-05 09:10:00,26,215,2,Deluxe,None,321,297,325,308,5,0.82,159
2024-11-05 09:10:00,19,174,2,Deluxe,None,309,307,318,308,5,0.87,150
2024-10-11 16:55:00,19,135,5,Deluxe,None,248,237,185,190,3,0.76,139
2024-11-05 09:10:00,25,152,4,Family,Vacations,308,276,185,230,5,0.72,167
2024-07-18 10:45:00,25,187,2,Suite,None,257,236,313,224,3,0.72,157
2024-06-30 09:20:00,18,141,4,Deluxe,None,190,223,185,186,6,0.92,460
2024-10-20 16:55:00,21,200,2,Deluxe,None,327,283,324,182,5,0.83,139
2024-07-27 15:35:00,20,176,3,Suite,None,235,225,233,197,3,0.73,159
2024-06-09 09:20:00,23,179,4,Deluxe,Festival,240,201,283,175,5,0.77,137
2024-06-24 07:05:00,20,196,2,Family,None,214,256,185,196,4,0.82,161
2024-11-05 09:10:00,22,177,3,Suite,None,254,267,232,237,3,0.78,138
2024-10-20 16:55:00,26,194,2,Deluxe,None,330,308,293,288,4,0.84,120
2024-11-26 12:30:00,23,158,3,Suite,None,190,209,242,188,4,0.74,144
2024-10-18 16:55:00,21,185,4,Suite,None,290,190,190,315,3,0.82,158
2024-11-26 12:30:00,25,220,1,Deluxe,None,330,320,286,315,5,0.72,158
2024-11-29 12:30:00,22,137,4,Deluxe,None,330,254,194,315,5,0.74,134
2024-08-06 08:10:00,23,141,3,Suite,None,330,229,187,241,5,0.82,428
2024-05-28 14:45:00,17,130,2,Suite,None,256,265,185,183,7,0.72,122
2024-10-16 16:55:00,20,130,3,Family,None,292,200,185,220,4,0.74,173
2024-08-11 08:10:00,22,176,2,Deluxe,None,312,311,290,250,6,0.82,120
2024-08-25 10:00:00,21,167,2,Deluxe,None,330,317,264,204,3,0.72,122
2024-06-06 09:20:00,26,146,4,Suite,None,244,284,228,202,3,0.73,129
2024-08-10 16:05:00,21,130,2,Family,None,279,276,263,282,3,0.84,137
2024-08-09 08:10:00,26,219,2,Deluxe,Concert,330,320,325,295,5,0.81,164
2024-08-26 10:00:00,25,133,5,Deluxe,None,249,215,185,273,5,0.88,121
2024-10-16 16:55:00,19,143,3,Family,None,201,217,207,175,4,0.74,147
2024-05-02 14:45:00,19,217,4,Family,None,330,211,325,315,5,0.86,148
2024-07-19 15:35:00,22,157,3,Suite,None,227,188,294,175,5,0.8,134
2024-11-15 12:30:00,20,162,4,Suite,None,276,225,185,175,3,0.72,136
2024-08-08 08:10:00,23,144,3,Family,None,321,221,283,209,5,0.89,120
2024-08-14 08:10:00,25,220,4,Suite,None,330,293,325,315,5,0.84,150
2024-11-01 12:30:00,19,130,3,Deluxe,Vacations,223,224,185,191,5,0.81,152
2024-09-03 11:40:00,26,211,3,Suite,None,262,251,295,284,7,0.87,159
2024-07-18 10:45:00,21,168,2,Family,None,223,255,217,207,7,0.9,157
2024-11-01 12:30:00,22,195,1,Deluxe,None,326,294,308,315,4,0.83,162
2024-06-16 09:20:00,25,198,2,Deluxe,None,330,258,267,289,3,0.86,152
2024-06-21 07:05:00,22,220,1,Deluxe,None,330,258,278,307,5,0.87,149
2024-06-19 07:05:00,22,136,3,Suite,None,268,222,216,268,6,0.73,146
2024-05-31 14:45:00,23,138,5,Family,None,330,274,276,315,5,0.82,140
